age,job,marital,education,default_col,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
34,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,750,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
45,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,202,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
59,admin.,married,university.degree,no,yes,no,telephone,may,fri,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
46,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
25,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,admin.,divorced,university.degree,no,no,yes,telephone,may,fri,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
27,admin.,married,university.degree,no,yes,no,telephone,may,fri,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,admin.,divorced,university.degree,no,no,no,telephone,may,fri,279,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
25,admin.,married,high.school,no,yes,no,telephone,may,fri,231,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
30,housemaid,married,high.school,unknown,yes,no,telephone,may,fri,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
38,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,fri,70,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
37,self-employed,single,university.degree,unknown,yes,no,telephone,may,fri,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
58,entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,107,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
36,technician,single,professional.course,unknown,no,no,telephone,may,fri,180,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
52,management,married,professional.course,no,unknown,unknown,telephone,may,fri,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,technician,single,high.school,no,no,yes,telephone,may,fri,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,management,single,university.degree,no,no,no,telephone,may,fri,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
29,blue-collar,single,high.school,unknown,no,no,telephone,may,fri,44,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,229,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
50,management,single,university.degree,no,yes,no,telephone,may,fri,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
38,management,married,university.degree,no,no,no,telephone,may,fri,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,services,married,high.school,no,no,no,telephone,may,fri,73,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
42,admin.,married,university.degree,no,no,no,telephone,may,fri,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
52,self-employed,married,university.degree,no,yes,no,telephone,may,fri,83,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
28,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,379,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
56,services,married,high.school,unknown,yes,no,telephone,may,fri,26,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
35,technician,married,professional.course,no,no,no,telephone,may,fri,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,admin.,married,high.school,unknown,yes,no,telephone,may,fri,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,280,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
50,retired,married,basic.4y,unknown,yes,no,telephone,may,fri,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
29,admin.,single,basic.9y,unknown,no,no,telephone,may,fri,210,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
30,technician,married,professional.course,no,no,yes,telephone,may,fri,393,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
46,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,128,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
26,admin.,single,high.school,unknown,yes,no,telephone,may,fri,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
34,admin.,single,basic.9y,no,no,no,telephone,may,fri,1178,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
46,self-employed,married,basic.9y,unknown,yes,no,telephone,may,fri,182,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,management,married,high.school,no,yes,no,telephone,may,fri,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
50,housemaid,divorced,high.school,no,no,no,telephone,may,fri,177,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
31,technician,single,basic.9y,unknown,no,no,telephone,may,fri,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,245,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
57,entrepreneur,married,high.school,unknown,yes,no,telephone,may,fri,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
45,admin.,divorced,basic.9y,unknown,no,no,telephone,may,fri,488,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
50,services,married,professional.course,unknown,yes,no,telephone,may,fri,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
44,unknown,single,basic.9y,unknown,unknown,unknown,telephone,may,fri,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
44,services,married,high.school,no,no,no,telephone,may,fri,460,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
32,services,married,high.school,no,yes,no,telephone,may,fri,432,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
37,housemaid,single,basic.9y,unknown,yes,yes,telephone,may,fri,136,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
34,admin.,single,high.school,no,no,no,telephone,may,fri,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
27,services,married,basic.9y,no,yes,no,telephone,may,fri,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
40,housemaid,single,university.degree,no,yes,no,telephone,may,fri,237,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
39,services,married,high.school,unknown,no,yes,telephone,may,fri,134,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
29,admin.,married,high.school,no,yes,no,telephone,may,fri,44,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,47,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
25,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,483,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
29,services,married,basic.9y,no,no,no,telephone,may,fri,116,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
44,technician,single,professional.course,no,no,no,telephone,may,fri,182,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,admin.,single,university.degree,no,yes,no,telephone,may,fri,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
40,blue-collar,married,high.school,no,no,no,telephone,may,fri,51,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
59,retired,married,basic.4y,unknown,no,no,telephone,may,fri,260,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
38,technician,single,professional.course,no,no,no,telephone,may,fri,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
41,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,407,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,services,married,high.school,no,yes,no,telephone,may,fri,389,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
36,admin.,married,high.school,no,yes,no,telephone,may,fri,31,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
48,admin.,married,basic.9y,no,no,yes,telephone,may,fri,145,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
44,services,divorced,high.school,unknown,yes,no,telephone,may,fri,115,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
50,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,878,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
35,self-employed,married,professional.course,no,no,no,telephone,may,fri,268,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
51,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,fri,277,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
24,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,101,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
32,management,married,high.school,no,yes,no,telephone,may,fri,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
56,services,divorced,high.school,unknown,no,no,telephone,may,fri,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
50,technician,married,university.degree,no,yes,no,telephone,may,fri,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
38,blue-collar,married,high.school,no,no,no,telephone,may,fri,18,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
25,self-employed,single,university.degree,no,unknown,unknown,telephone,may,fri,317,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
28,services,single,high.school,no,unknown,unknown,telephone,may,fri,71,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
41,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
34,blue-collar,married,unknown,unknown,unknown,unknown,telephone,may,fri,298,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
27,services,single,high.school,no,no,no,telephone,may,fri,86,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
31,admin.,married,university.degree,unknown,no,no,telephone,may,fri,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
39,housemaid,married,basic.4y,no,yes,yes,telephone,may,fri,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
26,entrepreneur,married,unknown,no,no,no,telephone,may,fri,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
37,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,268,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
25,student,single,high.school,no,no,no,telephone,may,fri,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
33,services,married,high.school,no,yes,no,telephone,may,fri,263,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
40,blue-collar,married,unknown,no,no,no,telephone,may,fri,338,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
37,entrepreneur,single,university.degree,no,no,no,telephone,may,fri,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
46,housemaid,married,basic.9y,no,no,no,telephone,may,fri,322,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
53,admin.,divorced,high.school,no,yes,no,telephone,may,fri,64,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
32,unemployed,married,basic.9y,no,no,no,telephone,may,fri,71,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
43,services,divorced,basic.9y,no,yes,no,telephone,may,fri,284,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
38,technician,single,professional.course,no,yes,no,telephone,may,fri,166,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
26,technician,married,professional.course,no,yes,no,telephone,may,fri,210,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
52,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
54,admin.,married,basic.4y,unknown,no,no,telephone,may,fri,77,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
51,services,married,professional.course,unknown,no,no,telephone,may,fri,328,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
42,admin.,married,basic.9y,no,yes,no,telephone,may,fri,164,8,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
41,management,single,unknown,no,no,no,telephone,may,fri,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
26,services,single,high.school,no,no,no,telephone,may,fri,155,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
38,housemaid,married,basic.6y,unknown,yes,no,telephone,may,fri,153,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
54,technician,married,unknown,unknown,no,no,telephone,may,fri,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
41,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
26,blue-collar,single,high.school,no,no,no,telephone,may,fri,213,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
43,management,married,basic.4y,no,yes,no,telephone,may,fri,257,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
28,technician,single,professional.course,no,yes,no,telephone,may,fri,315,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
35,technician,divorced,professional.course,no,no,yes,telephone,may,fri,102,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
45,admin.,married,high.school,no,no,yes,telephone,may,fri,35,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
40,admin.,married,high.school,no,no,no,telephone,may,fri,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
37,technician,married,professional.course,no,yes,no,telephone,may,fri,834,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
52,technician,married,university.degree,no,no,no,telephone,may,fri,244,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
36,admin.,married,high.school,no,yes,no,telephone,may,fri,143,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,277,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,1534,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,291,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,n
36,blue-collar,single,high.school,no,no,yes,telephone,may,mon,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,149,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,33,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
49,blue-collar,married,professional.course,unknown,no,no,telephone,may,mon,144,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
56,retired,married,basic.4y,unknown,yes,yes,telephone,may,mon,146,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,40,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
29,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,79,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
41,admin.,single,university.degree,unknown,no,no,telephone,may,mon,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
47,admin.,married,university.degree,no,yes,no,telephone,may,mon,147,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
38,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,836,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
36,technician,married,high.school,no,yes,no,telephone,may,mon,290,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
46,technician,divorced,professional.course,no,yes,no,telephone,may,mon,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
47,services,divorced,high.school,no,yes,no,telephone,may,mon,289,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
47,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
42,self-employed,married,university.degree,no,yes,no,telephone,may,mon,1002,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
42,management,married,university.degree,unknown,yes,no,telephone,may,mon,181,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
59,management,married,university.degree,no,no,no,telephone,may,mon,460,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,y
33,unemployed,married,professional.course,unknown,yes,no,telephone,may,mon,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
48,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
53,technician,single,professional.course,no,yes,no,telephone,may,mon,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
57,blue-collar,married,unknown,unknown,unknown,unknown,telephone,may,mon,98,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
34,services,married,high.school,unknown,yes,no,telephone,may,mon,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
51,services,divorced,professional.course,no,yes,no,telephone,may,mon,150,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,399,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
45,unknown,married,unknown,unknown,no,no,telephone,may,mon,139,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
37,admin.,married,high.school,no,yes,no,telephone,may,mon,115,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
44,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,149,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
48,admin.,married,university.degree,no,no,yes,telephone,may,mon,327,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
59,retired,married,university.degree,unknown,no,no,telephone,may,mon,92,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
44,admin.,single,high.school,no,no,no,telephone,may,mon,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
50,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,192,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
35,services,married,high.school,no,yes,no,telephone,may,mon,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
53,self-employed,married,university.degree,no,no,no,telephone,may,mon,592,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,105,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
55,admin.,married,high.school,no,yes,yes,telephone,may,mon,62,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
36,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,114,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
37,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,59,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
36,management,divorced,high.school,no,no,no,telephone,may,mon,144,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
45,management,married,basic.9y,no,yes,yes,telephone,may,mon,346,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
35,admin.,single,basic.6y,no,yes,no,telephone,may,mon,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
32,admin.,married,high.school,no,yes,no,telephone,may,mon,396,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,286,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
36,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,59,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
55,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,38,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
55,technician,divorced,professional.course,unknown,yes,no,telephone,may,mon,252,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
54,services,married,basic.4y,unknown,yes,no,telephone,may,mon,566,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,housemaid,married,university.degree,no,yes,no,telephone,may,mon,167,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
40,technician,married,professional.course,unknown,no,no,telephone,may,mon,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
49,services,married,high.school,unknown,unknown,unknown,telephone,may,mon,71,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
45,unemployed,married,high.school,unknown,no,no,telephone,may,mon,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
32,admin.,single,university.degree,no,no,no,telephone,may,mon,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
57,management,divorced,university.degree,no,yes,no,telephone,may,mon,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
41,admin.,divorced,high.school,no,no,no,telephone,may,mon,177,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
24,services,single,high.school,no,no,no,telephone,may,mon,757,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,y
49,management,divorced,high.school,unknown,yes,no,telephone,may,mon,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
49,management,divorced,high.school,unknown,no,no,telephone,may,mon,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
59,retired,single,university.degree,no,no,no,telephone,may,mon,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
44,blue-collar,married,professional.course,no,no,no,telephone,may,mon,94,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
43,management,married,basic.6y,unknown,no,no,telephone,may,mon,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
36,unemployed,married,unknown,unknown,no,no,telephone,may,mon,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
49,technician,divorced,basic.9y,unknown,yes,no,telephone,may,mon,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,entrepreneur,divorced,high.school,no,no,no,telephone,may,mon,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,entrepreneur,divorced,high.school,no,no,no,telephone,may,mon,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
33,blue-collar,single,high.school,no,no,no,telephone,may,mon,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
42,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
33,management,married,university.degree,no,no,no,telephone,may,mon,405,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
51,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,172,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
29,management,single,university.degree,no,yes,yes,telephone,may,mon,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
35,admin.,married,university.degree,no,yes,no,telephone,may,mon,325,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
29,student,single,high.school,unknown,no,no,telephone,may,mon,57,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
34,management,married,university.degree,unknown,no,no,telephone,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
33,services,married,high.school,unknown,no,no,telephone,may,mon,164,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
54,management,divorced,university.degree,no,no,no,telephone,may,mon,288,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
56,services,divorced,high.school,unknown,no,no,telephone,may,mon,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
34,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
51,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
33,blue-collar,married,professional.course,no,no,no,telephone,may,mon,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,admin.,married,university.degree,no,no,no,telephone,may,mon,744,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,y
32,blue-collar,married,professional.course,no,no,no,telephone,may,mon,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
37,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,113,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
47,technician,divorced,university.degree,no,no,no,telephone,may,mon,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
26,technician,married,university.degree,no,no,no,telephone,may,mon,523,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
26,self-employed,married,university.degree,no,no,no,telephone,may,mon,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
25,blue-collar,married,high.school,no,no,no,telephone,may,mon,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
52,entrepreneur,married,university.degree,unknown,no,no,telephone,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
39,blue-collar,divorced,high.school,no,no,no,telephone,may,mon,281,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
56,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,mon,86,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
29,technician,single,university.degree,no,no,no,telephone,may,mon,1147,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
36,technician,married,university.degree,no,yes,yes,telephone,may,mon,486,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,n
